# Emoji English Codes - Generated from Unicode names
# Format: code emoji [emoji ...]
1_2 🏻
regional_indicator_symbol_letter_m 🇲🇴 🇲🇿 🇲🇻 🇲🇦 🇲🇷 🇲🇫 🇲🇽 🇲🇲 🇲🇱 🇲🇨 🇲🇳 🇲🇶 🇲🇵 🇲🇰 🇲🇬 🇲🇺 🇲🇸 🇲🇭 🇲🇼 🇲🇾 🇲🇹 🇲🇪 🇲🇩
regional_indicator_symbol_letter_n 🇳🇵 🇳🇴 🇳🇷 🇳🇪 🇳🇺 🇳🇿 🇳🇮 🇳🇦 🇳🇬 🇳🇱 🇳🇫 🇳🇨
regional_indicator_symbol_letter_o 🇴🇲
regional_indicator_symbol_letter_p 🇵🇫 🇵🇰 🇵🇦 🇵🇱 🇵🇳 🇵🇪 🇵🇲 🇵🇭 🇵🇹 🇵🇼 🇵🇷 🇵🇾 🇵🇬 🇵🇸
regional_indicator_symbol_letter_q 🇶🇦
regional_indicator_symbol_letter_r 🇷🇼 🇷🇺 🇷🇴 🇷🇸 🇷🇪
regional_indicator_symbol_letter_s 🇸🇧 🇸🇴 🇸🇪 🇸🇳 🇸🇿 🇸🇩 🇸🇷 🇸🇮 🇸🇾 🇸🇬 🇸🇸 🇸🇻 🇸🇱 🇸🇨 🇸🇦 🇸🇰 🇸🇹 🇸🇯 🇸🇽 🇸🇲 🇸🇭
regional_indicator_symbol_letter_t 🇹🇼 🇹🇦 🇹🇯 🇹🇨 🇹🇰 🇹🇻 🇹🇴 🇹🇹 🇹🇷 🇹🇫 🇹🇭 🇹🇳 🇹🇱 🇹🇲 🇹🇿 🇹🇩 🇹🇬
regional_indicator_symbol_letter_u 🇺🇾 🇺🇿 🇺🇸 🇺🇳 🇺🇬 🇺🇦 🇺🇲
regional_indicator_symbol_letter_v 🇻🇨 🇻🇬 🇻🇦 🇻🇪 🇻🇺 🇻🇳 🇻🇮
regional_indicator_symbol_letter_w 🇼🇫 🇼🇸
regional_indicator_symbol_letter_x 🇽🇰
regional_indicator_symbol_letter_y 🇾🇪 🇾🇹
regional_indicator_symbol_letter_z 🇿🇼 🇿🇲 🇿🇦
registered_sign ®
relieved_face 😌
reminder_ribbon 🎗
restroom 🚻
reversed_hand_with_middle_finger_extended 🖕
revolving_hearts 💞
rhinoceros 🦏
ribbon 🎀
rice_ball 🍙
rice_cracker 🍘
right_anger_bubble 🗯
right_facing_fist 🤜
right_pointing_magnifying_glass 🔎
rightwards_hand 🫱
rightwards_pushing_hand 🫸
ring 💍
ring_buoy 🛟
ringed_planet 🪐
roasted_sweet_potato 🍠
robot_face 🤖
rock 🪨
rocket 🚀
roll_of_paper 🧻
rolled_up_newspaper 🗞
roller_coaster 🎢
roller_skate 🛼
rolling_on_the_floor_laughing 🤣
rooster 🐓
root_vegetable 🫜
rose 🌹
rosette 🏵
round_pushpin 📍
rowboat 🚣‍♀️ 🚣‍♂️
rugby_football 🏉
runner 🏃‍♀️ 🏃‍♀️‍➡️ 🏃‍♂️‍➡️ 🏃‍♂️
running_shirt_with_sash 🎽
rupee_sign ₨
safety_pin 🧷
safety_vest 🦺
sagittarius ♐
sailboat ⛵
sake_bottle_and_cup 🍶
salt_shaker 🧂
saluting_face 🫡
sandwich 🥪
sari 🥻
satellite 🛰
satellite_antenna 📡
sauropod 🦕
saxophone 🎷
scales ⚖️
scarf 🧣
school 🏫
school_satchel 🎒
scooter 🛴
scorpion 🦂
scorpius ♏
screwdriver 🪛
scroll 📜
seal 🦭
seat 💺
second_place_medal 🥈
see_no_evil_monkey 🙈
seedling 🌱
selfie 🤳
serious_face_with_symbols_covering_mouth 🤬
sewing_needle 🪡
shaking_face 🫨
shallow_pan_of_food 🥘
shamrock ☘
shark 🦈
shaved_ice 🍧
sheep 🐑
shield 🛡
shinto_shrine ⛩️
ship 🚢
shocked_face_with_exploding_head 🤯
shooting_star 🌠
shopping_bags 🛍
shopping_trolley 🛒
shortcake 🍰
shorts 🩳
shovel 🪏
shower 🚿
shrimp 🦐
shrug 🤷‍♂️ 🤷‍♀️
sign_of_the_horns 🤘
silhouette_of_japan 🗾
six_pointed_star_with_middle_dot 🔯
skateboard 🛹
ski_and_ski_boot 🎿
skier ⛷️
skull 💀
skull_and_crossbones ☠️
skunk 🦨
sled 🛷
sleeping_accommodation 🛌
sleeping_face 😴
sleeping_symbol 💤
sleepy_face 😪
sleuth_or_spy 🕵️‍♀️ 🕵️‍♂️
slice_of_pizza 🍕
slightly_frowning_face 🙁
slightly_smiling_face 🙂‍↕️ 🙂 🙂‍↔️
slot_machine 🎰
sloth 🦥
small_airplane 🛩
small_blue_diamond 🔹
small_orange_diamond 🔸
smiling_cat_face_with_heart_shaped_eyes 😻
smiling_cat_face_with_open_mouth 😺
smiling_face_with_halo 😇
smiling_face_with_heart_shaped_eyes 😍
smiling_face_with_horns 😈
smiling_face_with_open_mouth 😃
smiling_face_with_open_mouth_and_cold_sweat 😅
smiling_face_with_open_mouth_and_smiling_eyes 😄
smiling_face_with_open_mouth_and_tightly_closed_eyes 😆
smiling_face_with_smiling_eyes 😊
smiling_face_with_smiling_eyes_and_hand_covering_mouth 🤭
smiling_face_with_smiling_eyes_and_three_hearts 🥰
smiling_face_with_sunglasses 😎
smiling_face_with_tear 🥲
smirking_face 😏
smoking_symbol 🚬
snail 🐌
snake 🐍
sneezing_face 🤧
snow_capped_mountain 🏔
snowboarder 🏂
snowflake ❄️
snowman_without_snow ⛄
soccer_ball ⚽
socks 🧦
soft_ice_cream 🍦
softball 🥎
soon_with_rightwards_arrow_above 🔜
south_east_arrow ↘️
south_west_arrow ↙️
spaghetti 🍝
sparkles ✨
sparkling_heart 💖
speak_no_evil_monkey 🙊
speaker 🔈
speaker_with_cancellation_stroke 🔇
speaker_with_one_sound_wave 🔉
speaker_with_three_sound_waves 🔊
speaking_head_in_silhouette 🗣
speech_balloon 💬
speedboat 🚤
spider 🕷
spider_web 🕸
spiral_calendar_pad 🗓
spiral_note_pad 🗒
spiral_shell 🐚
splashing_sweat_symbol 💦
splatter 🫟
sponge 🧽
spool_of_thread 🧵
spoon 🥄
sports_medal 🏅
spouting_whale 🐳
squared_cjk_unified_ideograph_5272 🈹
squared_cjk_unified_ideograph_5408 🈴
squared_cjk_unified_ideograph_55b6 🈺
squared_cjk_unified_ideograph_6307 🈯
squared_cjk_unified_ideograph_6708 🈷️
squared_cjk_unified_ideograph_6709 🈶
squared_cjk_unified_ideograph_6e80 🈵
squared_cjk_unified_ideograph_7121 🈚️
squared_cjk_unified_ideograph_7533 🈸
squared_cjk_unified_ideograph_7981 🈲
squared_cjk_unified_ideograph_7a7a 🈳
squared_cl 🆑
squared_cool 🆒
squared_free 🆓
squared_id 🆔
squared_katakana_koko 🈁
squared_katakana_sa 🈂️
squared_new 🆕
squared_ng 🆖
squared_ok 🆗
squared_sos 🆘
squared_up_with_exclamation_mark 🆙
squared_vs 🆚
squid 🦑
stadium 🏟
staff_of_aesculapius ⚕
standing_person 🧍‍♂️ 🧍‍♀️
star_and_crescent ☪️
star_of_david ✡️
station 🚉
statue_of_liberty 🗽
steam_locomotive 🚂
steaming_bowl 🍜
stethoscope 🩺
stopwatch ⏱️
straight_ruler 📏
strawberry 🍓
studio_microphone 🎙
stuffed_flatbread 🥙
sun_behind_cloud ⛅
sun_with_face 🌞
sunflower 🌻
sunrise 🌅
sunrise_over_mountains 🌄
sunset_over_buildings 🌇
superhero 🦸‍♀️ 🦸‍♂️
supervillain 🦹‍♂️ 🦹‍♀️
surfer 🏄‍♀️ 🏄‍♂️
sushi 🍣
suspension_railway 🚟
swan 🦢
swimmer 🏊‍♀️ 🏊‍♂️
synagogue 🕍
syringe 💉
t_rex 🦖
t_shirt 👕
table_tennis_paddle_and_ball 🏓
taco 🌮
takeout_box 🥡
tamale 🫔
tanabata_tree 🎋
tangerine 🍊
taurus ♉
taxi 🚕
teacup_without_handle 🍵
teapot 🫖
tear_off_calendar 📆
teddy_bear 🧸
telephone_receiver 📞
telescope 🔭
television 📺
tennis_racquet_and_ball 🎾
tent ⛺
test_tube 🧪
thai_currency_symbol_baht ฿
thermometer 🌡
thinking_face 🤔
third_place_medal 🥉
thong_sandal 🩴
thought_balloon 💭
three_button_mouse 🖱
thumbs_down_sign 👎
thumbs_up_sign 👍
thunder_cloud_and_rain ⛈️
ticket 🎫
tiger 🐅
tiger_face 🐯
timer_clock ⏲️
tired_face 😫
toilet 🚽
tokyo_tower 🗼
tomato 🍅
tongue 👅
toolbox 🧰
tooth 🦷
toothbrush 🪥
top_hat 🎩
top_with_upwards_arrow_above 🔝
trackball 🖲
tractor 🚜
trade_mark_sign ™
train 🚆
tram_car 🚋
triangular_flag_on_post 🚩
triangular_ruler 📐
trident_emblem 🔱
troll 🧌
trolleybus 🚎
trophy 🏆
tropical_drink 🍹
tropical_fish 🐠
trumpet 🎺
tulip 🌷
tumbler_glass 🥃
turkey 🦃
turtle 🐢
twisted_rightwards_arrows 🔀
two_hearts 💕
two_men_holding_hands 👬
two_women_holding_hands 👭
umbrella ☂️
umbrella_on_ground ⛱️
umbrella_with_rain_drops ☔
unamused_face 😒
unicorn_face 🦄
up_down_arrow ↕️
up_pointing_red_triangle 🔺
up_pointing_small_red_triangle 🔼
upside_down_face 🙃
upwards_black_arrow ⬆️
vampire 🧛‍♂️ 🧛‍♀️
vertical_traffic_light 🚦
vibration_mode 📳
victory_hand ✌️
video_camera 📹
video_game 🎮
videocassette 📼
violin 🎻
virgo ♍
volcano 🌋
volleyball 🏐
waffle 🧇
waning_crescent_moon_symbol 🌘
waning_gibbous_moon_symbol 🌖
warning_sign ⚠️
wastebasket 🗑
watch ⌚
water_buffalo 🐃
water_closet 🚾
water_polo 🤽‍♂️ 🤽‍♀️
water_wave 🌊
watermelon 🍉
waving_black_flag 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🏴‍☠️ 🏴
waving_hand_sign 👋
waving_white_flag 🏳️‍🌈 🏳️‍⚧️ 🏳
wavy_dash 〰️
waxing_crescent_moon_symbol 🌒
waxing_gibbous_moon_symbol 🌔
weary_cat_face 🙀
weary_face 😩
wedding 💒
weight_lifter 🏋️‍♂️ 🏋️‍♀️
whale 🐋
wheel 🛞
wheel_of_dharma ☸️
wheelchair_symbol ♿
white_down_pointing_backhand_index 👇
white_exclamation_mark_ornament ❕
white_flower 💮
white_heart 🤍
white_heavy_check_mark ✅
white_large_square ⬜
white_left_pointing_backhand_index 👈
white_medium_small_square ◽
white_medium_square ◻
white_medium_star ⭐
white_question_mark_ornament ❔
white_right_pointing_backhand_index 👉
white_small_square ▫
white_square_button 🔳
white_sun_with_small_cloud 🌤
white_up_pointing_backhand_index 👆
white_up_pointing_index ☝️
wilted_flower 🥀
wind_blowing_face 🌬
wind_chime 🎐
window 🪟
wine_glass 🍷
wing 🪽
winking_face 😉
wireless 🛜
wolf_face 🐺
woman 👩‍🚒 👩‍❤️‍👩 👩‍👧 👩‍🦱 👩‍⚖️ 👩‍🏭 👩‍🦯 👩‍🎤 👩‍🦰 👩‍✈️ 👩‍🦳 👩‍🍳 👩‍🦼 👩‍🎨 👩‍🏫 👩‍⚕️ 👩‍🔬 👩‍🚀 👩‍💼 👩‍🍼 👩‍💻 👩‍🌾 👩‍❤️‍👨 👩‍🦲 👩‍🔧 👩‍👦 👩‍🦽 👩‍🎓 👩
woman_with_bunny_ears 👯‍♂️ 👯‍♀️
womans_boots 👢
womans_clothes 👚
womans_hat 👒
womans_sandal 👡
womens_symbol 🚺
wood 🪵
world_map 🗺️ 🗺
worm 🪱
worried_face 😟
wrapped_present 🎁
wrench 🔧
wrestlers 🤼‍♀️ 🤼‍♂️
writing_hand ✍️
x_ray 🩻
yawning_face 🥱
yellow_heart 💛
yin_yang ☯️
yo_yo 🪀
zebra_face 🦓
zipper_mouth_face 🤐
zombie 🧟‍♀️ 🧟‍♂️
